0,2.4607,2.9609,4.0761,2.4696,2.6421,2.8408,2.389,2.8005
0,2.8823,2.6319,3.53,2.8865,2.8209,2.6484,2.7493,2.7807
0,2.9792,3.0542,3.719,2.6972,2.4815,2.1507,2.4603,2.5053
0,3.0448,2.6859,3.8399,2.8263,2.7007,2.5666,2.9099,2.4748
0,3.0201,4.1193,3.5059,2.0235,2.1838,1.9835,2.576,2.598
0,4.745,2.5156,3.7502,2.2173,2.5678,2.7946,2.6968,3.082
0,1.6444,2.8597,3.4683,2.8,2.7276,2.7803,3.1306,3.1262
0,2.1472,3.3711,3.797,2.7862,2.2803,2.3884,2.7161,2.719
0,3.4861,2.9702,3.7411,2.4702,2.6342,2.1389,2.6216,2.9413
0,3.5025,3.009,4.1193,2.5834,2.4573,2.8414,2.714,3.0029
0,4.1738,2.7074,3.7609,2.2801,2.264,2.4457,2.5224,2.4582
0,4.8655,2.823,3.8721,2.9446,2.6501,2.6301,2.6474,2.5861
0,4.2137,3.1146,3.9142,2.3472,2.4361,2.8624,2.8108,3.0091
0,2.8286,2.6113,3.6903,2.5881,2.8484,2.7084,2.4966,2.2678
0,4.3774,3.222,3.8694,2.2145,2.4598,2.1652,2.5026,2.7275
0,4.5319,3.1868,3.3621,2.6338,2.1809,2.7381,2.4184,2.9424
0,4.3369,2.7226,3.8532,2.8475,2.457,2.941,2.5207,2.3155
0,3.7686,4.2106,3.9569,2.7389,2.8874,3.0095,2.226,2.4642
0,2.7814,3.9666,3.5269,2.6073,2.4359,2.8874,2.6061,2.7425
0,3.5852,3.0711,3.5655,2.7326,2.2454,2.5361,2.513,2.6138
0,3.7543,2.7632,3.9533,2.7332,2.5349,3.0513,2.4878,2.5647
0,3.0828,2.7345,3.6386,2.7607,2.5825,2.5357,2.8752,2.7246
0,2.8056,3.4314,3.7295,2.6923,3.1233,2.6976,2.4675,2.9424
0,1.8417,3.3683,3.7607,2.7271,3.0265,2.4337,2.6329,3.2727
0,3.8516,3.3127,3.4051,2.4363,2.9875,2.9688,2.8663,2.4575
0,3.5146,2.9897,3.2983,2.5624,2.5418,2.5643,2.6461,2.8493
0,3.6785,3.0324,3.7376,2.5813,2.8597,2.4744,2.7458,2.635
,,,,,,,,
,,,,,,,,
,,,,,,,,